北京市,东城区,无,116.416357,39.928353
北京市,西城区,无,116.365868,39.912289
北京市,朝阳区,无,116.443108,39.921470
北京市,丰台区,无,116.287149,39.858427
北京市,石景山区,无,116.222982,39.906611
北京市,海淀区,无,116.298056,39.959912
北京市,门头沟区,无,116.102009,39.940646
北京市,房山区,无,116.143267,39.749144
北京市,通州区,无,116.656435,39.909946
北京市,顺义区,无,116.654651,40.130347
北京市,昌平区,无,116.231204,40.220660
北京市,大兴区,无,116.341395,39.726929
北京市,怀柔区,无,116.642349,40.315704
北京市,平谷区,无,117.121383,40.140701
北京市,密云区,无,116.843177,40.376834
北京市,延庆区,无,115.974848,40.456951
天津市,市辖区,无,117.200983,39.084158
天津市,和平区,无,117.214510,39.116949
天津市,河东区,无,117.251587,39.128291
天津市,河西区,无,117.223372,39.109563
天津市,南开区,无,117.150738,39.138203
天津市,河北区,无,117.196648,39.147869
天津市,红桥区,无,117.151533,39.167345
天津市,东丽区,无,117.314324,39.086569
天津市,西青区,无,117.008827,39.141152
天津市,津南区,无,117.357260,38.937928
天津市,北辰区,无,117.135488,39.224792
天津市,武清区,无,117.044388,39.384119
天津市,宝坻区,无,117.309863,39.717379
天津市,滨海新区,无,117.710496,39.003660
河北省,石家庄市,市辖区,114.514859,38.042306
河北省,石家庄市,长安区,114.539060,38.036654
河北省,石家庄市,桥西区,114.461154,38.004043
河北省,石家庄市,新华区,114.463347,38.051060
河北省,石家庄市,井陉矿区,114.058178,38.069748
河北省,石家庄市,裕华区,114.531362,38.006453
河北省,石家庄市,藁城区,114.847075,38.021567
河北省,石家庄市,鹿泉区,114.313724,38.085958
河北省,石家庄市,栾城区,114.648318,37.900200
河北省,石家庄市,井陉县,114.145240,38.032148
河北省,石家庄市,正定县,114.570941,38.146445
河北省,石家庄市,行唐县,114.552692,38.438411
河北省,石家庄市,灵寿县,114.382645,38.308628
河北省,石家庄市,高邑县,114.611433,37.615159
河北省,石家庄市,深泽县,115.200910,38.184072
河北省,石家庄市,赞皇县,114.386155,37.665576
河北省,石家庄市,无极县,114.976337,38.179141
河北省,石家庄市,平山县,114.199134,38.247144
河北省,石家庄市,元氏县,114.525580,37.766651
河北省,石家庄市,赵县,114.776187,37.756498
河北省,石家庄市,辛集市,115.218057,37.943315
河北省,石家庄市,晋州市,115.044185,38.033629
河北省,石家庄市,新乐市,114.684014,38.343296
河北省,唐山市,市辖区,118.180193,39.630867
河北省,唐山市,路南区,118.154354,39.625059
河北省,唐山市,路北区,118.200692,39.624437
河北省,唐山市,古冶区,118.447635,39.733578
河北省,唐山市,开平区,118.261842,39.671001
河北省,唐山市,丰南区,118.085169,39.576031
河北省,唐山市,丰润区,118.162216,39.832582
河北省,唐山市,曹妃甸区,118.460379,39.273070
河北省,唐山市,滦县,118.703598,39.740593
河北省,唐山市,滦南县,118.682379,39.518997
河北省,唐山市,乐亭县,118.912571,39.425608
河北省,唐山市,迁西县,118.314715,40.141500
河北省,唐山市,玉田县,117.738658,39.900401
河北省,唐山市,遵化市,117.965892,40.189202
河北省,唐山市,迁安市,118.701144,39.999175
河北省,秦皇岛市,市辖区,119.600492,39.935385
河北省,秦皇岛市,海港区,119.564962,39.947560
河北省,秦皇岛市,山海关区,119.775799,39.978849
河北省,秦皇岛市,北戴河区,119.488914,39.834751
河北省,秦皇岛市,抚宁区,119.244848,39.876254
河北省,秦皇岛市,青龙满族自治县,118.949684,40.407578
河北省,秦皇岛市,昌黎县,119.162694,39.712813
河北省,秦皇岛市,卢龙县,118.892986,39.891947
河北省,邯郸市,市辖区,114.538961,36.625657
河北省,邯郸市,邯山区,114.490431,36.580358
河北省,邯郸市,丛台区,114.492897,36.636410
河北省,邯郸市,复兴区,114.462058,36.639022
河北省,邯郸市,峰峰矿区,114.209936,36.420487
河北省,邯郸市,临漳县,114.619544,36.335300
河北省,邯郸市,成安县,114.670032,36.444317
河北省,邯郸市,大名县,115.147814,36.285616
河北省,邯郸市,涉县,113.691401,36.584995
河北省,邯郸市,磁县,114.373947,36.374012
河北省,邯郸市,邱县,115.186792,36.811133
河北省,邯郸市,鸡泽县,114.878299,36.920350
河北省,邯郸市,广平县,114.948607,36.483484
河北省,邯郸市,馆陶县,115.282468,36.547557
河北省,邯郸市,魏县,114.938921,36.359869
河北省,邯郸市,曲周县,114.945113,36.780175
河北省,邯郸市,武安市,114.203697,36.696506
河北省,邢台市,市辖区,114.504844,37.070589
